id_title;title;commentCount;dislikeCount;likeCount;viewCount;commentators_uniq;comments_obscene_cnt;video_age
101;"""#2Маши ""Свободные линии""";34;43;1402;214301;24;0;1141
102;"""ALARM"" СЕРГЕЙ ЛАЗАРЕВ ( SERGEY LAZAREV )";;690;10532;2221419;;;3217
103;"""EARTH SONG"" SERGEY LAZAREV. DEDICATED TO MICHAEL JACKSON ( Cover version)";26;10;269;40327;23;0;3546
104;"""Earth song"" премия МУЗ-тВ 2010 (LIVE)";12;7;163;11907;11;0;3189
105;"""FAKE"" СЕРГЕЙ ЛАЗАРЕВ (SERGEY)";46;19;597;91483;33;1;3361
106;"""Feelin High"" Сергей Лазарев Sergey Lazarev live";7;7;87;9217;6;0;3179
107;"""Girlfriend"" Сергей Лазарев (SERGEY)";88;69;1566;449891;63;1;4013
108;"""Heartbeat"" Сергей Лазарев (Sergey Lazarev)";168;101;4091;763611;130;0;2948
109;"""Hey Tovarish"" Video Shooting";10;1;34;3815;9;0;2539
110;"""LAZERBOY"" Сергей Лазарев (SERGEY) feat. TИМАТИ (Timati)";422;229;4137;629212;223;6;3765
111;"""LAZERBOY""( Michael Yousher videoremix) Сергей Лазарев (SERGEY) и ТИМАТИ";5;4;141;35902;5;1;3608
112;"""Lost without your love"" Сергей Лазарев (SERGEY)";189;102;2599;582159;119;4;3308
113;"""Love Radio"": Съемки клипа НЮШИ ""Наедине""";25;14;283;58496;24;0;2165
114;"""Ru Music"": НЮША сняла новый клип!";12;4;87;14780;9;0;2180
115;"""Ru Новости"": НЮША чудом вернулась в Москву!";5;5;49;4625;5;1;2179
116;"""SOS Матросу!"" - тизер фильма";10;4;68;7632;5;0;1739
117;"""STEREO"" (LIVE) Сергей Лазарев (SERGEY)";30;10;541;117765;26;1;3522
118;"""Shattered dreams"" Сергей Лазарев (SERGEY)";57;28;961;109955;35;1;3603
119;"""Tv or radio"" Сергей Лазарев (SERGEY)";627;157;3714;634676;277;7;4189
120;"""You Are The Only One"" - Sergey Lazarev /MadWalk Fashion Music Show";156;96;2203;165878;101;0;1056
121;"""Аве Мария"" Весь зал плакал. Вика 11 лет";3865;8603;47974;10674427;1568;11;2636
122;"""Антоха МС - Советы для молодожёнов /2017/""";11;12;288;8316;10;0;529
123;"""Большая семья"" Игоря Крутого - часть 1";0;9;44;50344;;;3051
124;"""Большая семья"" Игоря Крутого - часть 2";1;1;27;23952;1;0;3051
125;"""Большая семья"" Игоря Крутого - часть 3";0;10;79;59858;;;3051
126;"""Большая семья"" Игоря Крутого - часть 4";1;2;24;20127;;;3051
127;"""Большая семья"" Игоря Крутого - часть 6";1;7;74;24009;;;3051
128;"""Большая семья"" Игоря Крутого - часть 7";0;2;20;15374;;;3051
129;"""Большая семья"" Игоря Крутого - часть 8";10;27;196;58941;;;3051
130;"""Большая семья"" Игоря Крутого - часть 9";2;5;48;59618;1;0;3051
131;"""Большая семья"" Игоря Николаева - часть 2";3;36;169;57176;3;0;2832
132;"""Большая семья"" Игоря Николаева - часть 1";1;77;327;176854;1;0;2833
133;"""Большая семья"" Игоря Николаева - часть 3";15;104;447;113002;1;0;2832
134;"""В теме"" на Ю: НЮША";1;5;30;6639;1;0;2302
135;"""В теме"" на Ю: НЮША любимый артист портала Woman.ru";7;9;138;20575;;;2102
136;"""ВИА Гра. Тайны производства"" (""Моя правда"" на ""СТБ"")";16;10;52;53248;12;0;2713
137;"""ВОИН ДУМА""";4;0;49;1950;;;3819
138;"""Вечерний Ургант"" Валерия в гостях у Ивана Урганта.";3;;;1993;3;0;1184
139;"""Виктор Цой. 50 лет"" Кукрыниксы - Печаль, Кончится лето...";2;4;65;9986;2;0;2351
140;"""Владимирский Централ"" песня под гитару";24;2;156;8489;10;0;1422
141;"""Всё, что было"". Начало.";23;5;171;11168;21;1;2351
142;"""Где ты"" [Москва, 2012г.]";5;3;79;11124;5;0;1990
143;"""Глаза - убийцы"". Первые впечатления";3;11;32;6845;16;1;2849
144;"""Глаза - убийцы"". Первые впечатления";4;13;7;2657;16;1;2850
145;"""Глаза - убийцы"". Первые впечатления";11;40;42;11713;16;1;2850
146;"""Глаза - убийцы"". Первые впечатления";1;10;23;5621;16;1;2850
147;"""Глаза - убийцы"". Первые впечатления";5;13;46;7316;16;1;2850
148;"""Говорим и показываем"". Бенефис ВАЛЕРИИ! НТВ 2012";4;1;56;12013;4;0;2522
149;"""Горыгоры"" - вторая песня, записанная на съемках ""Вечернего Урганта""";2;1;55;3145;;;1933
150;"""ДОЧКИ МАТЕРИ"" (Audio) - гр. ""Воровайки"". Слова Виктории В. Ветровой, муз. Юрия Алмазова";0;2;4;912;;;439
151;"""ДОстояние РЕспублики"" - Игорь Николаев (1)";7;19;80;51883;;;2818
152;"""ДОстояние РЕспублики"" - Игорь Николаев (2)";0;9;61;32876;;;2818
153;"""ДОстояние РЕспублики"" - Игорь Николаев (3)";0;4;56;20254;;;2818
154;"""ДОстояние РЕспублики"" - Игорь Николаев (4)";5;41;211;75659;2;0;2818
155;"""Давайте мириться"" [2011г.]";0;1;16;6877;;;2122
156;"""Дерево Победы 2013"" в Челябинске";1;2;11;1697;1;0;2156
157;"""Дивизия"" приглашает на ""Городских Птичек""";0;2;4;621;;;824
158;"""Дивизия"" приглашает на фестиваль ""Троица""";1;3;13;704;1;0;1002
159;"""Донбасс - моя Спарта"". Документальный проект Максима Фадеева и Юлии Чичериной";73;78;923;35426;55;0;594
160;"""Дорога от души к душе"" [Зеленоград, 2013г.]";8;9;201;48737;8;0;2121
161;"""Ещё не вечер. Отдам все за жилье"" (Елена Ваенга) 18.11.2011.";23;33;826;125432;10;0;2665
162;"""Женский взгляд"" Игорь Николаев и Юля Проскурякова (1)";17;49;151;79452;1;0;3015
163;"""Женский взгляд"" Игорь Николаев и Юля Проскурякова (2)";5;93;410;167596;2;0;3015
164;"""Женский взгляд"" Игорь Николаев и Юля Проскурякова (3)";0;40;185;64957;;;3015
165;"""Живут же люди!"" на НТВ [2010г.]";32;43;478;321200;29;1;2148
166;"""Живут же люди"" Игорь Николаев и Юля Проскурякова (1)";13;49;149;121513;2;0;3043
167;"""Живут же люди"" Игорь Николаев и Юля Проскурякова (2)";1;10;77;57339;;;3043
168;"""Живут же люди"" Игорь Николаев и Юля Проскурякова (3)";10;382;1403;904618;10;0;3043
169;"""Заноза"" (запись новой песни Би-2 на студии ""Stasrecords"")";11;2;195;28912;9;0;3175
170;"""Звёздный ринг"" [2010г.]";4;2;48;9235;3;0;2120
171;"""КРАЯ РОДНЫЕ"" гр. ""Воровайки"", слова Виктории В. Ветровой, музыка Юрия Алмазова";0;0;1;418;;;479
172;"""Как уходили кумиры.Михаил Круг"" [2007г.]";1;3;43;17046;1;0;2086
173;"""Комсомольская правда"": НЮША";9;7;129;16794;9;0;2186
174;"""Королевство Кривых Зеркал"" Игорь Николаев (1988г.)";10;14;427;93914;6;0;2450
175;"""Король и Шут"" - 15 лет";5;0;62;6547;5;0;3817
176;"""Кто хочет стать миллионером"" И. Николаев и Ю. Проскурякова";1;7;14;5499;1;0;2028
177;"""Лето"" 2018 | фильм Кирилла Серебренникова | тизер";36;28;335;36629;19;1;310
178;"""Личные вещи"" Игоря Николаева";2;24;96;27241;2;0;2876
179;"""Лучшее видео""- Валерия и Валерий Меладзе ""Не теряй меня"" Муз-Тв 2014";0;2;23;6208;;;1741
180;"""Любить не страшно"" [Зеленоград, 2013г.]";10;5;167;27273;9;0;1977
181;"""М1"": НЮША сняла клип в Киеве!";20;5;138;21862;13;0;2174
182;"""Масленица 2013"" в Лондоне, выступление Олега Газманова";1;4;37;4533;1;0;2156
183;"""Молодость"" - это проза";4;1;34;2187;4;0;3061
184;"""Моя любимая кухня"". Дорада на скорую руку";36;90;512;74666;27;0;2160
185;"""Моя любимая кухня"". Спецвыпуск. Что мы покупаем на рынке?";5;5;132;17766;4;0;2164
186;"""Моя правда. Михаил Круг"" [2007г.]";1;1;38;21788;1;0;2122
187;"""Музыкальные пристрастия"" с Артуром Гаспаряном";3;2;44;4103;1;0;3049
188;"""Мумий Тролль"" уходит в море. Отход ""Седова"".";3;0;70;6327;3;0;2482
189;"""Мы - это LOUNA"" (концерт LOUNA в ARENA MOSCOW 14.12.13)";30;18;904;88743;22;0;1902
190;"""Мы - это LOUNA"" The Movie СКОРО!";5;11;175;32344;5;0;1758
191;"""НАЙДИ МЕНЯ"" Сергей Лазарев (SERGEY)";;111;2484;508228;;;3418
192;"""НАШЕ УТРО"" на концерте LOUNA в ""Б2"" 04.09.2011";0;4;41;7052;;;2747
193;"""НАШЕСТВИЕ 2013"" - Алексей Горшенёв (пресс-конференция)";2;3;42;12542;2;0;2070
194;"""НЕ УБЕРЕГЛА ЛЮБОВЬ"" (Audio) гр. ""Воровайки"", слова Виктории В. Ветровой, музыка Юрия Алмазова";0;0;2;985;;;499
195;"""Несчастный случай"" в фильме ""Прорва"", 1992 г.";0;0;14;3305;;;2898
196;"""Новая волна 2016"" // “Уходит праздник“";6;350;188;289471;1;0;914
197;"""Новая волна 2016"" Творческий вечер Олега Газманова";94;118;1048;245091;68;1;913
198;"""Ногу Свело!"" - SOS in the Ass";8;10;127;30273;7;0;3090
199;"""Океаны"" (acoustic home version)";10;;;3252;10;0;1083
200;"""Остров Юрий""";1;0;11;611;1;0;1326
201;"""ПОДВЕНЕЧНОЕ БЕЛОЕ ПЛАТЬЕ - 2"" гр. Воровайки, слова Виктории В. Ветровой, музыка Юрия Алмазова";3;0;2;1390;1;0;616
202;"""ПОДВЕНЕЧНОЕ БЕЛОЕ ПЛАТЬЕ"" (1-ая)-гр. ""Воровайки"", слова Виктории В. Ветровой, муз. Юрия Алмазова";0;0;3;714;;;326
203;"""ПОРУЧИК""";5;1;79;6710;4;0;3819
204;"""Партийная ZONA"" на МУЗ ТВ: Интервью с НЮШЕЙ";7;5;91;12204;7;0;2111
205;"""Партийная ZONA"" на МУЗ ТВ: НЮША";16;12;133;12065;15;0;2111
206;"""Первая четверть"" Юбилейный концерт в Олимпийском (анонс)";11;0;125;2225;;;8
207;"""Первая четверть"" юбилейный концерт Дианы Арбениной. Ночных Снайперов в Олимпийском";43;3;399;3177;;;0
208;"""Перелётная птица"" [Москва, 2012г.]";2;3;56;8325;2;0;1984
209;"""Пока ещё не поздно"". Михаил Круг. Жизнь и любовь. [2013г.]";7;7;108;29928;5;0;2148
210;"""Пока ещё не поздно"". Михаил Круг. Любовь и смерть. [2013г.]";15;11;158;27185;9;0;2148
211;"""Последний герой"" с Дианой Арбениной - премьера второго сезона!";1;1;31;1953;1;0;892
212;"""Последний герой: Павел Кашин (тизер программы от 15.02.2017)";0;1;9;954;;;757
213;"""Приходите в мой дом"" [Москва, 2012г.]";1;1;64;16962;;;2095
214;"""Прости меня"". Концерт памяти М.Танича [2012г.]";8;10;158;56637;4;0;2148
215;"""Прости меня"". Ээхх, Разгуляй [2014г.]";19;52;537;142764;15;0;1898
216;"""Простые вопросы."" Амур-Инфо. 22 марта 2013.";3;0;31;5887;3;0;2176
217;"""Пусть говорят"" [2008г.]";6;7;53;50608;5;0;2107
218;"""Пусть говорят"" [2013г.]";0;7;61;64731;;;2123
219;"""Пусть говорят.Звездный бэби-бум"" [2013г.]";31;23;474;122915;24;0;1905
220;"""РАЗЛУКА"" исполняет гр. ""Воровайки"", слова Виктории В. Ветровой, музыка Юрия Алмазова";2;0;45;6577;2;0;616
221;"""Радио 101"" - 5-летний юбилей";4;3;45;1317;3;0;786
222;"""Ракеты из России"" на ""Нашествии 2012"": рубилово под Nirvana";2;2;57;5728;2;0;2439
223;"""Русский чарт"" с НЮШЕЙ на МУЗе";28;20;162;30665;41;0;2101
224;"""Русский чарт"" с НЮШЕЙ на МУЗе";10;8;79;14410;41;0;2108
225;"""Русский чарт"" с НЮШЕЙ на МУЗе";14;10;79;12494;41;0;2128
226;"""Сказочка"" [Зеленоград, 2013г.]";2;3;35;10553;2;0;2146
227;"""Спокойной ночи, малыши"" с участием Валерии";3;13;67;24467;3;0;1947
228;"""Сто вопросов к взрослому"" - Игорь Николаев (часть 1)";3;1;72;21942;;;3085
229;"""Сто вопросов к взрослому"" - Игорь Николаев (часть 2)";12;30;100;36447;;;3085
230;"""Сто вопросов к взрослому"" - Игорь Николаев (часть 3)";1;8;40;12450;;;3085
231;"""Сто вопросов к взрослому"" - Игорь Николаев (часть 4)";2;2;31;8444;1;0;3085
232;"""Стол заказов"" на RU.TV: НЮША";7;4;92;12482;7;0;2180
233;"""Субботник по-арийски""";33;5;287;26509;27;1;2463
234;"""Субботник"" с Игорем Николаевым и Юлей Проскуряковой";13;61;176;78655;1;0;2553
235;"""Тебе, моя последняя любовь"" [Зеленоград, 2013г.]";6;4;105;21256;5;0;2146
236;"""Тебе, моя последняя любовь"" [Шансон года-2012]";850;3508;30649;8521313;523;15;2149
237;"""Топ лист. Итоги года"" на RU.TV: НЮША";7;3;31;9319;4;0;2224
238;"""УКРАДЕННАЯ ЛЮБОВЬ"" (AUDIO) - гр. ""Воровайки"". Слова Виктории В. Ветровой, муз. Юрия Алмазова";0;1;10;1891;;;447
239;"""Утро России"" на ""Россия 1"": НЮША";4;0;53;6667;;;2294
240;"""Утро России"": О мультфильме ""Семейка Крудс""";3;10;172;48756;3;0;2192
241;"""Хочу в ВИА Гру"" (Выпуск №1. Кастинг в Украине)";1343;870;8928;2838202;703;30;2015
242;"""Хочу в ВИА Гру"" (Выпуск №2. Кастинг в России)";945;602;4879;1970798;489;33;2007
243;"""Хочу в ВИА Гру"" (Выпуск №3. Кастинг в Казахстане и Белоруссии)";656;332;3439;1386044;320;21;1998
244;"""Хочу в ВИА Гру"" (Выпуск №4. Второй тур)";941;601;6139;2348711;415;21;1993
245;"""Хочу в ВИА Гру"" (Выпуск №5. Борьба за наставниц)";1172;948;9608;3293265;606;20;1986
246;"""Хочу в ВИА Гру"" (Выпуск №6. Полуфинал)";1903;1087;10826;3493040;815;23;1979
247;"""Хочу в ВИА Гру"" (Выпуск №7. Финал)";1275;779;9748;2834447;673;24;1969
248;"""Хочу в ВИА Гру"" (Выпуск №8. Гранд-финал)";1987;1150;14051;3344311;831;34;1966
249;"""Хочу в ВИА Гру"". Дополнительный кастинг в Киеве";0;3;16;13844;;;2113
250;"""Хочу в ВИА Гру"". Замужество или ВИА Гра?";0;9;22;10906;;;2003
251;"""Хочу в ВИА Гру"". Звание прапорщика или ВИА Гра?";0;4;10;8180;;;2003
252;"""Хочу в ВИА Гру"". Смогут ли бывшие солистки ужиться друг с другом и помочь Константину Меладзе?";16;8;44;32188;12;0;1991
253;"""Хочу в ВИА Гру"". Финальный гала-концерт шоу. 20 октября в Crocus City Hall";12;8;40;39157;25;1;1979
254;"""Хочу в ВИА Гру"". Финальный гала-концерт шоу. 20 октября в Crocus City Hall";20;14;75;101283;25;1;1984
255;"""Хочу в ВИА Гру"". Шестой размер или четыре октавы?";1;6;24;15224;1;0;2001
256;"""Частная история: Валерия""";13;;;123552;10;0;1510
257;"""Честное слово с Юрием Николаевым"". Гость Сергей Лазарев. Выпуск от 08.10.2017";127;33;1429;46357;73;1;522
258;"""Чистосердечное признание"" [2008г.]";5;8;54;37774;3;0;2086
259;"""Чрезвычайные истории"" [2007г.]";0;0;10;7598;;;2086
260;"""Школа выживания"" от Арии";154;22;1231;47717;118;0;2080
261;"""Я прочитаю в глазах твоих"". Концерт ко дню города";9;15;229;41027;6;0;2144
262;"""Я так люблю тебя, когда ты далеко"" [Москва, 2012г.]";8;12;147;35945;6;0;2082
263;"# 2 МАШИ ""Теперь Нас Двое""";5;14;153;15176;4;0;1317
264;"# 2 Маши "" Мысли"" ..";51;79;1963;377074;28;0;1246
265;"# 2 Маши - ""Теперь нас двое""";62;44;1014;113229;42;0;1235
266;#16плюсTour @ Stadium Live - новый проект на planeta.ru;6;5;85;13259;5;0;1455
267;"#2 Маши ""Свободные линии""";10;9;198;24605;9;0;1196
268;#2Mashi - Descalza (Acoustic);983;1096;35661;3232013;585;9;315
269;#2Mashi - Descalza;412;318;8299;1099660;258;2;298
270;"#2Maши VLOG [ Как мы снимали клип на песню ""Мама, я Танцую"" ]";147;116;2492;240625;80;3;96
271;"#2МАШИ ""ИЗВЕСТИЯ HALL"" [ 22.10.2017 ]";25;21;537;42047;16;0;494
272;"#2МАШИ ""Теперь нас двое"" (ТИЗЕР)";0;2;22;2370;;;1236
273;#2МАШИ - ФИЛЬМ о СТЕРВЫХ и РЕЖИССЕРКАЯ версия КЛИПА;8;10;204;10048;6;0;618
274;#2МАШИ - ЭКСКЛЮЗИВ ! RUTV со съемок клипа!!;0;1;56;4819;;;813
275;"#2Маши ""Мы выбираем"" рядио МАЯК LIVE";0;3;74;5878;;;1030
276;"#2Маши ""Стервы"" LIVE";10;4;127;6531;7;0;841
277;"#2Маши ""Мы выбираем"" LIVE !";66;36;1413;107477;43;1;828
278;"#2Маши ""тут тебя жду тебя я""";4;1;96;3795;4;0;1064
279;"#2Маши - ""СТЕРВЫ"" Квартирник.";25;8;557;29057;20;0;795
280;#2Маши - Красное Белое [ AUDIO ];55;85;1567;186665;41;0;244
281;#2Маши Фотосессия #backstage;9;6;210;13556;6;0;845
282;"#2Маши ""Босая"" ТИЗЕР";11;9;235;18726;9;0;350
283;"#2Маши ""Босая"" ( КАРАОКЕ )";17;26;523;48935;10;0;184
284;"#2Маши ""Босая"" (Акустика LIVE) Живой звуК";376;232;5449;285153;148;10;210
285;"#2Маши ""Босая"" [ репетиция для Вечернего УРГАНТА"" ]";176;81;1282;88921;72;0;180
286;"#2Маши ""Вселенная У.""";47;52;1444;276347;33;0;923
287;"#2Маши ""МАМА, Я ТАНЦУЮ "" [ ПРЕМЬЕРА КЛИПА ]";4090;14079;162063;38074573;934;35;105
288;"#2Маши ""Мама, я танцую"" ПРЕМЬЕРА [ AUDIO ]";284;602;7840;1994064;150;1;108
289;"#2Маши ""Мир раскололся на 2 части"" [Live Session]";43;38;1894;171065;24;0;547
290;"#2Маши ""Мы выбираем"" Backstage !!";3;1;77;5342;3;0;938
291;"#2Маши ""Мы выбираем"" ТИЗЕР";3;2;27;2359;1;0;976
292;"#2Маши ""Наше кино про поездку в Таллин"" [ Март 2018 ]";486;159;2665;189689;;;60
293;"#2Маши ""Птицы""";103;136;3640;775708;60;3;1283
294;"#2Маши ""СВОБОДНЫЕ ЛИНИИ"" VOLTA";2;1;44;3611;2;0;794
295;"#2Маши ""Теперь нас двое"" LIVE Session";12;8;200;12022;11;0;540
296;"#2Маши ""Теперь нас двое"" улично Питерский вариант";17;5;370;12642;13;0;940
297;"#2Маши ""Тут тебя жду тебя я """;15;13;424;56509;7;1;1122
298;"#2Маши ""Факты"" [ официальный клип ]";360;465;7947;909663;257;4;168
299;"#2Маши ""Я К ТЕБЕ""";53;55;1112;212675;31;0;685
300;"#2Маши ""с приветом с чудо острова Koh Phangan""";0;2;112;8025;;;1144
301;#2Маши - Босая ( Lyric Video / Лирик Видео ) ПРЕМЬЕРА;78;239;2495;484388;53;3;649
302;"#2Маши - ""Мы голосуем""";1;1;67;2891;1;0;927
303;"#2Маши - ""СТЕРВЫ""";13;17;376;34770;12;1;902
304;"#2Маши - ""Тут тебя жду тебя я""";743;1477;24814;5846024;425;9;867
305;#2Маши - 16Тонн;5;4;132;9304;3;0;1033
306;#2Маши - Босая;7644;35087;263755;115832162;1181;60;349
307;#2Маши - Босая;459;1536;13809;3396401;1181;60;568
308;#2Маши - ВРЕМЯ [ Премьера 2017 ];457;496;12404;3066623;301;6;534
309;#2Маши - Выступление в ночном клубе;2;2;54;2864;2;0;1032
310;#2Маши - Красное Белое;1101;3089;37561;12752964;499;13;239
311;#2Маши - Мы выбираем (live);30;16;544;37480;25;0;377
312;#2Маши - Мы выбираем (клип);638;1908;20740;7384538;322;7;962
313;#2Маши - Стервы (Премьера клипа, 2017);879;443;10949;2511807;775;4;734
314;#2Маши - Факты [ AUDIO ];125;88;2235;131633;88;2;202
315;"#2Маши - как мы записывали ""Звезды""";20;4;430;23639;11;0;681
316;#2Маши - сюжет RUTV о концерте в ИЗВЕСТИЯ Hall;9;5;125;10372;7;0;486
317;#2Маши 4 ноября в RED;0;1;18;1446;;;875
318;#2Маши Mannequin Challenge;3;2;87;3650;1;0;822
319;#2Маши «Время» (Acoustic LIVE);28;12;469;20032;26;0;386
320;#2Маши «Звёзды» [ прогулка по Бурано•Италия];263;165;4896;647499;173;0;196
321;#2Маши «Рижский влог»;74;63;1420;96969;64;1;211
322;#2Маши «Сезоны» [ Lyric Video ];173;160;6678;1109048;124;1;498
323;#2Маши Время [AUDIO];19;9;312;20908;19;0;552
324;#2Маши Квартирник;14;6;232;14570;9;0;945
325;"#2Маши МАЯК ""Теперь нас двое""";1;4;60;3996;1;0;1030
326;"#2Маши НА КУХНЕ ""Красное - Белое""";799;411;14206;819273;456;4;336
327;"#2Маши НА КУХНЕ ""Босая""";3830;2244;58381;2655554;936;42;596
328;"#2Маши НА КУХНЕ ""ЗВЕЗДЫ""";262;78;5504;206515;167;3;591
329;#2Маши Радио Маяк;6;1;72;2931;4;0;1033
330;"#2Маши СЮЖЕТ RUSSIANMUSICBOX со съемок клипа ""Мы выбираем""";2;3;57;5543;1;0;979
331;#2Маши на кухне «Тут тебя жду тебя я»;66;26;1426;56721;43;0;453
332;#2Маши.Концерт в 16Тонн.Презентация альбома.Репортаж RussianMusicBox;16;25;586;81163;14;0;1041
333;#BSM - Будь собой (official video);156;1033;1859;558557;128;20;2689
334;#BSM - Будь собой (track);24;95;230;60981;22;0;2699
335;#BSM COMING SOON;27;52;225;68296;19;2;2713
336;#GazgolderLive;0;38;108;0;;;377
337;#GazgolderLive;0;49;264;0;;;378
338;#GazgolderLive;468;214;3531;64601;;;378
339;#GazgolderLive [16.07];43;56;834;73307;36;5;971
340;#GazgolderLive [DFM] – 11.08 – Invisibl Skratch Piklz;2;50;38;4210;2;0;841
341;#GazgolderLive [DFM] – 12.01 – The Best Part 3;8;21;160;20696;;;770
342;#GazgolderLive [DFM] – 13.10 – Tony Tonite и Кравц;0;13;53;5336;;;842
343;#GazgolderLive [DFM] – 19.01– The Best;12;25;174;14972;11;1;770
344;#GazgolderLive [DFM] – 27.10 – In Da Mix 4 (при участии Slider &a Magnit);1;19;21;2460;;;842
345;#GazgolderLive — 12 выпуск;38;65;252;13136;30;8;357
346;#GazgolderLive — 15 выпуск;18;92;184;13982;14;3;346
347;#GazgolderLive — 16 выпуск;19;81;312;18437;16;0;345
348;#GazgolderLive — 18 выпуск;40;190;339;33447;36;6;332
349;#GazgolderLive — 4 выпуск;37;94;439;21299;29;4;367
350;#GazgolderLive — 8 выпуск;20;69;297;16604;20;4;363
351;#GazgolderLive — 9 выпуск;34;96;320;26425;25;4;360
352;#GazgolderLive — 9 выпуск;0;15;56;0;25;4;360
353;#NOIZEMCREW: Итоги конкурса;85;26;683;28775;68;5;1964
354;#VKLIVE - Елена Темникова - Первый в истории поп-концерт на высоте 2320 метров - 6 августа в 17:00;17;5;236;11192;16;0;964
355;#VKLIVE на высоте 2320м - Движения - Елена Темникова;12;10;306;22126;11;0;940
356;#VKLIVE на высоте 2320м - Зависимость - Елена Темникова;6;4;155;9754;6;0;940
357;#VKLIVE на высоте 2320м - Извини - Елена Темникова;3;6;158;11808;3;0;940
358;#VKLIVE на высоте 2320м - Импульсы - Елена Темникова;6;14;347;31507;6;0;940
359;#VKLIVE на высоте 2320м - Наверно - Елена Темникова;2;6;138;10589;2;0;940
360;#VKLIVE на высоте 2320м - Ревность - Елена Темникова;7;19;590;56189;7;0;940
361;#VKLIVE на высоте 2320м - Тепло - Елена Темникова;7;6;198;12804;7;0;940
362;#VKLIVE на высоте 2320м - Улетаем - Елена Темникова;1;10;99;7605;1;0;940
363;#VKLive: Би-2. Курс на «Лайки»;122;53;2275;160376;66;2;818
364;#VideoGaz;31;17;33;595;;;1842
365;#kreedstime vlog Алматы (live);146;44;1828;59445;104;4;2105
366;#mtvselfienews на концерте Антохи МС;3;4;54;3130;3;0;665
367;#mtvselfienews со съемок клипа Юлианны Карауловой;2;1;71;4300;2;0;1184
368;#z_tour2016 Спасибо;;;;169372;;;1087
369;#АНШЛАГ #Стас Михайлов #LIVE Томск 27 10 2017;2;8;89;7111;;;503
370;#АНШЛАГ #Стас Михайлов #LIVE Екатеринбург 21 12 2017;5;14;178;11709;3;0;448
371;#АНШЛАГ #Стас Михайлов #LIVE Казань 05 11 2017;8;12;119;11331;5;0;492
372;#АНШЛАГ #Стас Михайлов #LIVE Кемерово 26 10 2017;4;7;49;6708;4;0;503
373;#АНШЛАГ #Стас Михайлов #LIVE Кострома 22 11 2017;5;10;114;10610;4;0;476
374;#АНШЛАГ #Стас Михайлов #LIVE Нижневартовск 14 10 2017;4;5;50;7748;;;513
375;#АНШЛАГ #Стас Михайлов #LIVE Новосибирск 23 10 2017;2;7;103;8868;2;0;506
376;#АНШЛАГ #Стас Михайлов #LIVE Новосибирск 23 10 2017;18;16;169;10780;2;0;507
377;#АНШЛАГ #Стас Михайлов #LIVE Новый Уренгой 18 10 2017;4;14;131;15114;;;511
378;#АНШЛАГ #Стас Михайлов #LIVE Сургут 12 10 2017;2;5;47;5634;;;513
379;#АНШЛАГ #Стас Михайлов #LIVE Сургут 12 10 2017;0;7;97;10370;;;513
380;#АНШЛАГ #Стас Михайлов #LIVE Ташкент 13 12 2017;6;9;105;7692;5;0;454
381;#АНШЛАГ #Стас Михайлов #LIVE Томск 27 10 2017;2;6;79;8972;;;503
382;#АНШЛАГ #Стас Михайлов #LIVE Ярославль 20 11 2017;5;5;79;8842;5;1;478
383;#АнтохаМС - ВРЕМЯ | Родня 2016 |;71;87;1575;133080;58;1;1147
384;#АнтохаМС - коробка / Ирина Ушакова;10;10;117;8486;8;0;1165
385;#ГазгольдерТур - Санкт Петербург: 28 февраля (отчет);139;53;1082;88207;;;1812
386;#ГазгольдерТур - Челябинск: 14 марта (отчет);40;52;678;88165;;;1810
387;#ГазгольдерФильм;4676;9586;49038;5776254;1838;285;1555
388;#ДАВАЙДОСВИДАНИЯ (OFFICIAL TRACK);770;690;6830;1196206;578;71;2465
389;#ДАВАЙДОСВИДАНИЯ (OFFICIAL VIDEO);28443;34226;191561;44347386;925;90;2465
390;#ДеньНюши | 5 упражнений от Нюши (6+);145;53;2454;202364;121;0;429
391;#ДеньНюши | Big Love Show 2018;81;60;1169;56628;72;0;381
392;"#ДеньНюши | Snow Party в ""Олимпийском"" (6+)";220;74;2202;92180;185;1;458
393;#ДеньНюши | Любимый завтрак Нюши;340;264;5170;237949;271;2;455
394;#ДеньНюши | Новогоднее блюдо от Нюши;143;107;2213;90265;108;0;440
395;#ДеньНюши | Фитнес-советы от Нюши (6+);169;148;3858;189439;132;0;450
396;#ЗВЕРИТУР2018 | Екатеринбург | 17.03.2018;7;3;81;2791;6;0;359
397;#КлаваРекомендует: ТОП-10 продуктов для макияжа;713;92;9076;232795;579;3;329
398;#КлаваТурист : из Норвегии в Швецию / Из пещеры в цивилизацию / Нападение зомби;397;87;8437;134863;274;1;556
399;#КлаваТурист: 5 стран за 5 дней/ Меня преследуют / Нарушение закона в Европе;1951;96;11524;152819;957;0;399
400;#КлаваТурист: В Амстердаме пахнет/Мерседес за шоколадку/Трогаю пресс Бибера;1034;136;11216;189482;620;1;395
401;#КокаПелла - LOBODA / SuperSTAR (acapella cover by Клава Кока);2191;1366;44339;676037;949;18;233
402;#КокаПелла - Too good at goodbyes / Sam Smith (acapella cover by Клава Кока);2465;447;27125;335478;951;8;409
403;#КокаПелла - Мот / Соло (acapella cover by Клава Кока);1588;548;46820;645482;962;5;324
404;#КокаПелла - Мурашки (acapella by Клава Кока вместе с вами);1925;961;30665;475257;954;19;423
